Date	Year	MSA_name	Num_Institutions	Total_Assets	Num_Offices	Depoits($000)	HHI

06-30-2001|2001|MIAMI-FORT LAUDERDALE-WEST PALM BEACH, FL|116|1,788,294,993|1,401|91,340,213|802.6958
06-30-2001|2001|MICHIGAN CITY-LA PORTE, IN|11|74,400,773|35|1,125,552|1,692.2063
06-30-2001|2001|MIDLAND, MI|8|98,129,837|25|791,464|3,655.7185
06-30-2001|2001|MIDLAND, TX|11|919,013,309|34|1,747,408|1,768.4330
06-30-2001|2001|Milwaukee-Waukesha, WI|0|-|-|-|-
06-30-2001|2001|MILWAUKEE-WAUKESHA-WEST ALLIS, WI|63|250,390,019|543|28,797,066|1,167.7506
06-30-2001|2001|MINNEAPOLIS-ST. PAUL-BLOOMINGTON, MN-WI|192|405,070,869|731|46,963,604|1,653.8538
06-30-2001|2001|MISSOULA, MT|12|9,052,200|29|1,068,576|1,769.0193
06-30-2001|2001|MOBILE, AL|13|202,045,016|103|4,158,494|2,298.3107
06-30-2001|2001|MODESTO, CA|23|1,157,361,427|95|4,162,715|911.6188
06-30-2001|2001|MONROE, LA|14|251,258,121|67|2,036,293|1,441.2261
06-30-2001|2001|MONROE, MI|8|194,094,977|44|1,615,640|4,412.4572
06-30-2001|2001|MONTGOMERY, AL|18|213,005,121|108|3,747,072|1,502.3774
06-30-2001|2001|MORGANTOWN, WV|9|86,762,686|38|1,306,190|1,898.8375
06-30-2001|2001|MORRISTOWN, TN|11|233,603,082|29|1,098,238|1,379.2878
06-30-2001|2001|MOUNT VERNON-ANACORTES, WA|14|791,144,467|48|1,271,339|1,262.2648
06-30-2001|2001|MUNCIE, IN|6|26,088,606|43|1,387,378|2,682.4544
06-30-2001|2001|MUSKEGON, MI|11|133,365,032|44|1,208,566|1,747.0102
06-30-2001|2001|MYRTLE BEACH-CONWAY-NORTH MYRTLE BEACH, SC-NC|23|953,611,583|129|3,778,510|830.0536
06-30-2001|2001|NAPA, CA|15|1,103,289,721|39|1,734,290|1,188.2830
06-30-2001|2001|NAPLES-IMMOKALEE-MARCO ISLAND, FL|31|1,172,241,452|114|5,153,782|1,105.9740
06-30-2001|2001|Naples-Marco Island, FL|0|-|-|-|-
06-30-2001|2001|Nashville-Davidson--Murfreesboro--Franklin, TN|0|-|-|-|-
06-30-2001|2001|NASHVILLE-DAVIDSON-MURFREESBORO-FRANKLIN, TN|49|933,106,341|442|18,478,966|988.9133
06-30-2001|2001|NEW BERN, NC|9|718,239,258|28|957,435|2,360.8023
06-30-2001|2001|NEW HAVEN-MILFORD, CT|25|910,237,064|262|12,521,965|1,079.3965
06-30-2001|2001|NEW ORLEANS-METAIRIE, LA|40|287,736,128|356|17,323,741|1,601.9478
06-30-2001|2001|NEW YORK-NEWARK-JERSEY CITY, NY-NJ-PA|278|3,111,260,458|4,932|525,019,662|743.1319
06-30-2001|2001|Niles, MI|0|-|-|-|-
06-30-2001|2001|NILES-BENTON HARBOR, MI|11|125,064,953|66|1,908,328|2,339.2703
